texto;label;sentimiento
Le doy gracias a Diosito por haberme alejado de esa familia ?;0;negativo
Dios mío yo quiero estar alejado de los líos;0;negativo
no me extraña que se hayan alejado amistades, definitivamente no soy la mimsa persona q conocieron;0;negativo
ustedes no lo notan pq le tienen un odio cegado, pero estos días el chino estuvo re alejado del imperio y mejoró bastante, cada día le tengo más fé #GranHermano;0;negativo
aunque poca gente se de cuenta, martin como q ayer y hoy, estuvo super alejado de los del imperio #GranHermano;0;negativo
Agradecido de haberme alejado de semejante asquerosidad.;0;negativo
LÍBRAME SEÑOR ?????? de toda esa gente que no vive su vida , por un 2024 alejado de todo ese #hate;0;negativo
m da bronca haberme distanciado tanto de mi amigo desde que se puso de novio con la insoportable esa, encima q se conocieron gracias a mi;0;negativo
Tengo la extraña sensación de que estas dos semanas que he estado trabajando tantísimo con mi vida en stand by me ha distanciado de mi gente porque está todo el mundo como desaparecido;0;negativo
Creo que también debería hacer las pases con todos aquellos que por pleitos tontos nos hemos distanciado , solo yo no soy bueno con las palabras y probablemente se ofendan maas de lo que se ofendieron en ese momento , sabes lo que te digo?;0;negativo
que si me duele a verme distanciado de ella? JAJAJAJAAJAJAJAJAJ,si una banda??;0;negativo
"A veces pienso ""qué hubiera sido de nosotras si no nos hubiéramos distanciado""";0;negativo
Oigan, no se asusten si este año les cuento menos de mi vida o si me notan distanciado, no es nada malo, solo quiero aprender a estar solo, enfocarme muchísimo más en mi, valorar mi espacio, mi vida y mi cuerpo. Les pido respeto a esta decisión ??;0;negativo
Que triste que nos hayamos distanciado tanto;0;negativo
tan distanciado estoy q me entere de todo sp tarde;0;negativo
Hace más de 40 años que mis viejos están juntos, somos 6 hermanos (todos de la misma mamá y papá), tienen 9 nietos y una bisnieta y juro que es lo que deseo para mi vida (menos 6 crios), lo más lindo es que mi familia es re númerosa y todos re unidos, ninguno distanciado??????;0;negativo
Por más que nos hayamos distanciado un poco con papá sigo poniéndome feliz de sus logros como si fueran mios????;0;negativo
Desconectado de todo, mejor.;0;negativo
como extraño componer viejo últimamente ando re desconectado con eso;0;negativo
Alguien más se siente desconectado de todo lo que está pasando en el mundo?;0;negativo
Que ha hecho o dicho esa gonorrea hp? Estaba desconectado;0;negativo
Todos dormidos y suena la alarma de la casa. Mi hermano pregunta que quien abrió alguna ventana o puerta y evidentemente nadie fue. Acto seguido, el dispositivo dice en altavoz por allá lejos que han desconectado la corriente y sólo pensé “valí verga”. Todo esto, a las 2:38 am;0;negativo
Que hermosas son las vacaciones en la costa, completamente desconectado del mundo y del celular como nunca antes en el año;0;negativo
Estar 4hs desconectado de todo te hace re bien;0;negativo
Igual todo esto me hace sentir muy solo, estoy muy desconectado del mundo y de todos, a veces incluso me cuesta conectarme conmigo mismo, y ahí cuando me pierdo abandonando mi real yo me hundo en el desdén hacia la vida;0;negativo
HOLA, FEOS D MIERD (os tqm) estoy de vacaciones y por eso ando desconectado, entré solo para leer aus;0;negativo
Mi inicio de año ha sido tan desconectado;0;negativo
Ya voy hacer un apartado de dinero exclusivo para armar un equipo de audio de alta fidelidad.;0;negativo
> Art. 144 Las Cortes Generales, mediante ley ________, podrán, por motivos de interés nacional: c) Sustituir la iniciativa de las Corporaciones ________ a que se refiere el apartado 2 del artículo 143.;0;negativo
Los de Movistar arena RECIÉN se acordaron de poner un apartado para poder crear la cuenta mientras esperabas en la fila y no estar creandola cuando estás comprando DESASTRE;0;negativo
"Abro este apartado, para que díganme ""todo lo que piensan de mi y mi contenido"" de manera general...No me importa, quiero saber su verdad tanto malo como bueno...";0;negativo
> Art. 144 Las Cortes Generales, mediante ley orgánica, podrán, por motivos de interés nacional: c) Sustituir la iniciativa de las Corporaciones locales a que se refiere el apartado 2 del artículo 143.;0;negativo
Hice un apartado a mis headcanons pq siempre se me pierden;0;negativo
Pinche sistema de la vergaaaa y personal que tienes @TiendaSoriana @OrgSoriana como es posible que su sistema no pueda hacer el apartado de una pinche rosca,;0;negativo
> Art. 55.1. Los derechos reconocidos en los artículos 17, 18, apartados 2 y 3, artículos 19, 20, apartados 1, a) y d), y 5, artículos 21, 28, apartado 2, y artículo 37, apartado 2, podrán ser suspendidos cuando se acuerde la declaración del estado de excepción o de sitio en…;0;negativo
Antes cuando mis papás discutían buscaban tener cuidado y apartado de mi hermano y de mi, pero con los años no se si piensen que ya porque crecimos ya no deben cuidar esas cosas.  Hoy discutieron de nuevo y me siento raro, tuve el valor de salir de mi casa. Solo huir de eso:);0;negativo
Necesito presupuesto para hacerme lolas y luego de eso me pasen la página de #Los8EscalonesDelMillon ?  El apartado inscripción para ser más precisos. Se agradece un montón.  Buenas noches;0;negativo
Yo me había retirado, pero resucité.;0;negativo
Cantar las canciones de las pantalonas con la voz de Felix es mi pasión jajaja suenan re bien con voz grave;0;negativo
BÉISBOL Dominicano Beltré encabeza lista de posibles nuevos inmortales en MLB  El  retirado tercera base llega a su primera oportunidad en la boleta  electoral para Cooperstown con serias posibilidades de ingresar;0;negativo
Necesito un matón retirado en mi vida.;0;negativo
Informamos: Es retirado vehículo de pista derecha al oriente sector Gran Avenida comuna de La Cisterna. Pista habilitada. #VespucioSur @biobio @radiocarab @TTISantiago @mop_chile @mop_rm;0;negativo
Me veo a los 33 retirado en tulum la neta;0;negativo
Dimos a un CP3 retirado y lo peor de todo es que fuimos estafados;0;negativo
— El cigarrito de es relativamente tarde y ha salido a que le de el aire y fumarse (1) que ya va siendo hora de unirse al equipo.  Cenó bien.  Pero se ha retirado, que ahora poco tenía que aportar. Llegó tarde pero llegó.  Ah, el vino lo pondrá en la misma mesa, mañana.;0;negativo
[?VEHÍCULO RETIRADO] #Ruta5 al norte, km 5,1 sector Salesianos. Todas las pistas habilitadas. Avance con precaución. #VíasChile;0;negativo
[?VEHÍCULO RETIRADO] #Ruta5 al sur, km 3,4 sector Pas. Enrique Soro. Todas las pistas habilitadas. Avanza con precaución. #VíasChile;0;negativo
El prejuicio es una carga que confunde el pasado, amenaza el futuro y hace inaccesible el presente #UnidosTodosX @DeZurdaTeam_ #DeZurdaTeam @FrankLPortal @marianacuba71 @ManoloRGomez @gabyisla89 @PedritoRojo83 @KatiBaez22 @Avelazquezdiaz @AlmaguerLemus @CeciCS14 @BETZABEGlezP;0;negativo
tan transparente como inaccesible;0;negativo
La gente de Vélez siempre fue bastante vaga pero lleva años fanatizandose cada vez más y la cd anterior no hizo nada para fomentarlo, esta entiende que conviene más que 10 mil nuevos se quieran hacer socios y paguen que tener una platea cara e inaccesible, es simple la estrategia;0;negativo
Yo si creo que la cineteca debería costar treinta pesos. Siento que si de por sí la distribución del cine independiente es complicada, subir el precio hace que sea mucho más inaccesible. Y sí, 70 pesos si es caro para un espacio que se supone es público.;0;negativo
He creado un espacio independiente en mi vida, un territorio inaccesible de pureza. Ahí está la verborrea elegante que tanto amo.;0;negativo
ÁNGEL GONZÁLEZ . Aquí o allí Quién es el que está aquí, y dónde: ¿dentro o fuera? ¿Soy yo el que siente y el que da sentido al mundo? ¿O es el secreto corazón del mundo -remoto, inaccesible- el que me da sentido a mí?;0;negativo
Si viene Alexis Vega o no, que chingue a su madre Record que dice que el sueldo de Vega es inaccesible para Toluca, cuando Rigonato, Ian y Ambríz ganaban sueldos muuuuy similares y el propio Vega siendo juvenil ganaba primas de millons de pesos.  Diario culero @record_mexico;0;negativo
Así que, en la práctica es inaccesible encontrar un veredicto eficaz sobre la verdad de los acontecimientos. Todo en el todo está en constante cambio en el infinito universo.  No todo es real.  No, todo es real. ???;0;negativo
El amor perfecto existe sólo en la idea de lo que pudo ser, basado en un recuerdo inaccesible que se torna extraño, nostálgico y, muchas veces, tortuoso.;0;negativo
Este año seré la persona más fría,egocéntrica e inaccesible de este fucking world.;0;negativo
Mañana terminare el zelda(no al 100%) la verdad,el juego me encantó,hace mucho que no disfrutaba de un juego en solitario,me gustaría tenerlo al 100 pero no,pronto empiezan mis clases además que son muchas cosas que no pienso hacer,ahora me siento vacío,pensando y escuchando toda;0;negativo
Es distinto estar solo a estar en solitario ??;0;negativo
"""En el teatro silencioso de la existencia, las lágrimas ensayan su danza mientras el telón del alma se alza en un solitario acto."" -Poeta Errante";0;negativo
Ayuda llevo 3horas jugando al solitario no puedo parar;0;negativo
tan i dependiente i lono solitario??????;0;negativo
El camino del éxito es sacrificado y es solitario;0;negativo
peter se hizo lobo solitario o que?;0;negativo
viernes 23:58  me puse a jugar al solitario se viene un nochon;0;negativo
15 hits y 4 carreras. Querecuto con turnos de 2 y 3 hombres en bases. MVP de nuevo, de 4-4 y líder solitario con 17-0. AVG.000.   Henry Blanco dirigió más para CCS que el mismo Alguacil. ????;0;negativo
No confío en los dentistas que hacen resinas-restauraciones sin aislado absolutooo;0;negativo
Un lado mío está creativo, con ideas y ganas de hacer contenidos.  Otro lado está deprimido, triste, aislado, encerrado y no quiere hablar con nadie.  Esos dos lados están intentando convivir.;0;negativo
me acabo de dar cuenta que estuve tan ocupado o de verdad muy aislado de todo para que solo haya subido una foto a insta en todo el año 2023 ??;0;negativo
Te quise a mi lado no con el otro bando , me tienes aislado como un vagabundo;0;negativo
"decidí hablar más a profundidad de esto porq necesito sacarlo de mi sistema.  la maldición de ""desaparecer"" no se trata de que day perdiera la vista, si no COMO lo hizo sentir esa noticia. day estaba desapareciendo porque se había aislado del mundo + #LastTwilightSeriesEP9";0;negativo
oye una cosa  aqui en barna ha llovido toda la tarde, eso significa que no se ha echo la cabalgata??  (curro por la tarde y estoy aislado del mundo exterior);0;negativo
Que Eliane y Erin estén tristes no es un caso aislado para mi.;0;negativo
Solo hay libertad en la comunidad. Nos venden la idea del individuo aislado para esclavizarnos. La Patria es el Otro.;0;negativo
en plan.. de verdad ha sido navidad? me he aislado tanto de todo para no sufrir que es como si no hubieran existido y la ansiedad me hubiera borrado la memoria y ayer era el puente de diciembre y estaba acabando las clases;0;negativo
me he quedado totalmente aislado y no como suelo hacer con mis métodos erróneos de autodefensa;0;negativo
"""Pensar como un extraño significa ser creativo, mantener una perspectiva abierta y permanecer separado de los desafíos que enfrentas para resolver los problemas de manera más fácil y eficaz"".  - Robert Greene";0;negativo
Todos debemos estar juntos o seguramente todos terminaremos colgados por separado.– Benjamin Franklin.  #UnidosTodosX #DeZurdaTeam;0;negativo
Les deseo lo mejor a los dos por separado que sean muy felices con quienes QUIERAN ?? me voy;0;negativo
A ver aunque sea un baile como se llame no chantarle un pico como dice Cris algun dia podria darle a la cara Brenda y explicarle que no estan saliendo o lo que sea una lastima por Cristian ah brenda es bastante sensibles y es muy triste que esten separado los dos ??;0;negativo
Hoy en autobi bajando San Cristóbal, me robaron Q1000, porque fui a pagar la colegiatura de mi hija, y el receptor me dice que faltan mil, pago más de (3k) de colegiatura, los cuales la secretaria y yo contamos el dinero, por separado. Aún así desconfiado los volví a contar sigue;0;negativo
"""Estas rocas contribuyeron más adelante a probar que la Antártida se había desgajado tectónicamente de un continente inmenso, del que Australia, la India, África, Madagascar y Suramérica se habían separado, desmigajado, perdido.";0;negativo
mis compaamigos de laburo fueron ayer a la bresh (por separado) y me trajeron ambos mentos y chupetines porque se acordaron de mí al verlos porq siempre compro eso lloro literalmente mi momento medias de abejitas;0;negativo
no puedo hablarte sin mandarte 7 mensajes  hablando así por separado;0;negativo
No encontraba una película subtitulada hasta que me acordé que puedo descargar por separado la película en inglés y los subtítulos en español;0;negativo
Pues menos mal que se han separado de la discografíca porque estaba hasta el mismísimo xoxo;0;negativo
???????????????????????????????????. Los que hayan reservado un personaje tienen 24h para hacerse la cuenta, pasado ese tiempo ?????????????????????? ???? ?????????????????? y estará ????????????????????????????? en las búsquedas.;0;negativo
Entre más reservado seas mejor te va a ir en la vida.;0;negativo
hay que ser reservado para tener más valor;0;negativo
Mi primer beso del 2024 está reservado para ti ??;0;negativo
Mi compa el de Anzures era el que tenía más, era whitexican hsptm, era bien reservado y buen pedo. Cuando fue fin de ciclo, en una didáctica el profe nos pidió dar una reflexión a un amigo cercano, yo sé la di a el, dije que el era la humildad en persona;0;negativo
Creo que aún tengo que ser más reservado con mis cosas, no puede ser que no me salga una.;0;negativo
Recibí la primera invitación a una boda para este año y con todo el corazón rotito tuve que decir que no?? Pero mejor eso a decir que sí y no ir o a nunca contestar. Estoy segura que tienen un lugar reservado en el infierno esas personas q confirman por decir que sí pero no van.;0;negativo
Ya queda el top 5 y ese top 1 reservado para el culon de las lindas;0;negativo
todavía tengo mi primer beso del 2024 reservado, el verdadero esperando a la correcta;0;negativo
Enamorada del amigo, manager o lo que sea de Gregorio Dioooosssss es taaaannnnnnnnn no se reservado y tímido y simpático y vergonzoso y canchero yyyyyyyyyy;0;negativo
yo a mi hermana de 13 años: sabes q esta cancion es del d los jonas brothers? ella: *indiferente* yo: ?? ella:?? yo: marilia sabes quienes son los jonas brothers verdad ella: no_ yo: camp rock... ella: solo conozco a bad bunny de cantantes??????;0;negativo
¿Por qué no pedí perdón? si ya me es indiferente quien se quedó con la razón. Yo te digo abiertamente que México duele cabrón, la Roma ya no se siente igual desde que tú estás con otra gente.;0;negativo
m duele pensar q t podes poner indiferente y arruinar mi poca felicidad;0;negativo
Que actitud tan rara, indiferente y al mismo tiempo desmotivadora.;0;negativo
"Aiga sido, como haiga sido, el gober quiere al señor de apellido de tienda comercial como candidato. Lo que no sé, es que lo quiera  de Presidente Municipal,  pues parece que el de la ""oposición"" no le es  indiferente.   ¡No tengo pruebas, pero NO TENGO DUDAS!  ¡JA!";0;negativo
que sea indiferente y culera dice;0;negativo
Xq no pedi perdón? si ya me es indiferente, quien se quedo con la razón?;0;negativo
Que la hermana de @Ansopas117 me haya aceptado en twitter me parece maravilloso;0;negativo
Gente honesta, gente deshonesta. Gente corruptible, gente incorruptible. Gente con valores, gente sin valores. Gente con oportunidades, gente sin oportunidades. Gente solidaria, gente insensible. Gente politiquera, gente indiferente. ... , ???;0;negativo
Al mismo tiempo que me empezabas a tratar indiferente, estabas conociéndola a ella...;0;negativo
Cómo me cae gordo el Akihiko, nomás me puse a ver Given The Movie para hacer corajes con ese cara de pedo, viejo naco y estúpido, come cuando hay, nada queveriento. Nunca querrá como se debe a Haruki, y lo saben perfectamente.;0;negativo
Ya ni lo aguanto, me parece un estúpido;0;negativo
cepillín eres un pinche naco y estúpido;0;negativo
Costco ya es para puro naco y estúpido, la verdad.;0;negativo
Ella es muy bonita y yo soy un estúpido naco;0;negativo
DIOS QUE VERGÜENZA ME DOY TODO RL VÍDEO ESTOY SORRIENDL COMO ESTÚPIDO AL BORDE DE LSS LÁGRIMAS;0;negativo
Yo de veras estoy loca, me siento sola otra vez es como si esto se repitiera si pido perdón siento que lo empeoró todo y si no lo hago me siento culpable es estupido pero que puedo decir;0;negativo
qué estúpido, se puso a llorar;0;negativo
Por otro año siendo un naco y estupido ????;0;negativo
Mi único gusto culposo son las romcoms y películas de comedia de los 2000's, porque a veces el humor es muy estúpido y cuestionable;0;negativo
quiero desearle un terrible año lleno de dolor físico y mental al pendejo que apareció de la nada usando mi nombre y mi apodo;0;negativo
Me siento bien pendejo;0;negativo
Escribo tweets a lo pendejo jajaja nobody cares los typo y todo eso jaja equis somos chavas ?? lit los escribo con el qlo y súper distraída;0;negativo
mañana es el primer día que no le voy a tener que dar 500 al cadenero del antro pq mis amigos ya son mayores de edad, me la pelaste pendejo;0;negativo
Este pendejo d mierda se hace el vivo toy a nada d subirme al micro y volverme;0;negativo
: —¿Eres novia de mi hijo? —No señora, sólo lo traigo bien pendejo pero ni me interesa.;0;negativo
Me caga q se tarde en contestar, pero sabe q aquí esta su pendejo;0;negativo
Al chile qué pendejo el crush porque sistoy muy kebonito, soy gracioso, inteligente, leal, agradable, noble y un larguísimo etc.  Ahora me tendré que dedicar a la putería pa sacarmelo del kokoro;0;negativo
Que pendejo es trabajar en el centro de tu ciudad… te das cuenta de absolutamente todo;0;negativo
no es tu culpa x ser bella es la mia x ser pendejo;0;negativo
Dos de la mañana y ya tengo a un paciente desorientado (desde hace rato) pero ahora se ha arrancado la vía y la metió en el cajón. Que no pasen más desgracias, por favor.;0;negativo
Me levante tan desorientado marica que mi mama me llamo y pense que era el dia siguiente a las 6 am;0;negativo
"Mi columna de mañana en La República se llama ""Un presidente desorientado"". La primera del 2024. Mañana nos leemos.";0;negativo
Me cuesta tanto actualizarme cuando despierto después de dormir, demasiado desorientado;0;negativo
Pobrete! cuando eres un crio,tener la responsabilidad de una madre como estaba la suya,debe ser horroroso.Cómo no va a ser un chico triste y desorientado? Parecéis lobos hambrientos,los colaboradores .Un poco de compasión no os vendría mal#DeViernes5E;0;negativo
desorientado cayendo en los brazos del primer hombre que vea;0;negativo
Entre más desorientado mejor la siesta;0;negativo
Hace más de 15 días fue el “cónclave” de Petro para evaluar ministros. nada ha pasado. ¿Será que está tan desorientado que piensa que su gabinete está bien conformado? ¿El desastre de Mindeportes y la licitación de pasaportes no merecen un cambio en esas carteras?;0;negativo
@guajirabikechallenge hola;0;negativo
Pa que fume ese maldito cogollo, me dejo desorientado jajajajajaja;0;negativo
Este 2024 ha empezado muy mal. Mi coche aun descompuesto, estoy enfermo, reaparece gente que no debería, mis hermanos se regresan a EU...  Es imposible no sentirme un poco desconcertado;0;negativo
Desconcertado de la realidad que vivo y mi subconsciente.;0;negativo
A veces uno se siente desconcertado,porque no entendemos nada de lo que hacemos.  El día pasa tan rápido. Y la vida también;0;negativo
Que es Estar tristes o enojado? Sentir remordimiento o estar frustrado ? Quiza ninguna sea la respuesta estoy desenfocado, a lo mejor estoy desconcertado? Nada mejor me quedo callado...;0;negativo
Estoy nomas un poquito desconcertado por eso que dijiste que no harías;0;negativo
Estoy totalmente desconcertado hoy ??;0;negativo
El chino bobo está desconcertado, su cara fue cine ???? #granhermano #gh23;0;negativo
el licha se hace el desconcertado y re que nico le habia susurrado a el kjjjjj;0;negativo
??? Tenue y desconcertado suspiro escapó de sus labiales  ???.  Mi intuición casi nunca me falla, quizá sea lo bueno de haber vivido tanto tiempo. ?;0;negativo
Es un golazo pero la falta de contundencia (contundensia) es desesperante. El equipo se ha caído desde el empate y los cambios dignos de un demente han desconcertado aún más al equipo.;0;negativo
He perdido varias oportunidades, ya no va a pasar más;0;negativo
No quiero saber de cocina por todo lo que cociné en cuarentena. El mundo ha perdido una buena chef ?????.   ???????????;0;negativo
Ando buscando lo que no se me ha perdido;0;negativo
aca hablando cn el hermano perdido de ke personaje;0;negativo
???? Que se siga luchando por los Juegos Panamericanos @petrogustavo, que no se dé nada por perdido. A los que siempre hemos recibido ‘Noes’ y rechazos y los tenemos que convertir Síes. Miles de veces se lucha. @AlejandroChar NO tirar la toalla. Barranquilla lo merece!!!;0;negativo
con algunas personas perdemos el tiempo con otras perdemos la nocion del tiempo y con otras recuperamos el tiempo perdido  #Bamba?kaBiri;0;negativo
Por andar buscando lo que no se me ha perdido;0;negativo
La verdad no me comporte como mamá me enseño, pero estaba perdido y aún sigo perdido, lo siento mi amor;0;negativo
Leyendo las tantas locuras sesgadas por el fanatismo dónde se le echa la culpa a Henry Blanco por haber perdido el juego de hoy dónde por lo general Lara da 14 hit y no dió el batazo oportuno, y de igual manera el tiro malo del Short a primera son hechas por jugador, no por el MG;0;negativo
Oigan que el Lara Termino Primero en clasificación para Round Robin y ahorita a perdido los 4 juegos siendo último;0;negativo
No se ha terminado la primer semana del año y @petrogustavo ya lleva un mega escándalo. Por trabajo no se preocupen señores periodistas que este atolondrado es una máquina para generar escándalos.   @NestorMoralesC @VickyDavilaH @darcyquinnr @gusgomez1701;0;negativo
La voz de mi novio en inglés me excita.;0;negativo
Se lo que vas a decir papá y créeme, estoy de acuerdo contigo. No hay excusa para lo que acabo de hacer. Fui un inmaduro y atolondrado, y en verdad lo siento. Yo sólo...espero que a pesar de todo me des una oportunidad, Que, admito, no merezco.;0;negativo
Putas madres, ya van varios mjes x  @WhatsApp o @telegram  para invitarme a obtener $$$ extra dando like's a publicaciones. ¿Saben que? Hay 30M de pendejos que creen en @lopezobrador_ vayan y chinguenlos a ellos, YO si me baño si estudie y no estoy atolondrado ni atolizado;0;negativo
Cuando se fue Fernandes un kilo de yerba valía $850 y ahora que está este loco una vergüenza un kilo de yerba vale la más barata $2.550 da vergüenza este atolondrado;0;negativo
Soy tan tarao, que hice hervir huevos y en un momento de salir atolondrado, los guardé entreverados con el resto.   Ahora no sé cuál es crudo y cuál cocido ??;0;negativo
soy 1 pendejo fantasioso poco aterrizado soñador idealista atolondrado obsesivo desgraciado crédulo;0;negativo
Lo que pasa después de trabajar con un titán, se vuelve atolondrado #nv;0;negativo
Que chingue a su madre el choripan.;0;negativo
Un momento atolondrado.. nerviosos .. con expectativas y verguenza de halagar, por si esta acostumbrado a algo mejor .. verguenza de no saber.. de quedar en falta ..;0;negativo
El último año y medio ha sido un laberinto desorientador.;0;negativo
Es muy desorientador que hoy básicamente sea JUEVES ?????;0;negativo
"Es cierto que la opresión de las mujeres ha sido horrible a lo largo de la historia.  Sin embargo, no me gusta nada cuando la crítica se centra en el concepto de ""derecho"" en clave universalista. Es desorientador y anacrónico. Creo que se pierde mucho +";0;negativo
Estoy hasta el pot*rro del desorientador de mi cole. Se cree por encima de los maestros (dicho por él). #maestros #escuela #indignada;0;negativo
Solo te pido una señal, un incentivo para poder seguir adelante en este camino que recorrí durante todo este tiempo, camino desorientador irregular pero esclarecedor, dame las fuerzas y la seguridad en mi para seguir aquí;0;negativo
Es realmente desorientador y desolador cómo nos rompemos el orto por llegar a fin de mes y que nunca alcance. Sumale que las elecciones lejos están de representar esperanza o cambios dios que triste que estoy;0;negativo
el panorama es totalmente desorientador, una tristeza la verdad;0;negativo
Despertarse en la noche es lo más desorientador de la vida jajajajajj creí que eran las 5am ??;0;negativo
Llega un momento en el que uno siente que no es  su propio camino el que esta haciendo, sino el camino de las expectativas de los demás ... Despertar de ese mood es desorientador, doloroso pero tan necesario. La pregunta siguiente es : ¿Qué quiero hacer de mi destino?;0;negativo
Es muy... desorientador despertar por las mañanas sin la presión de la deadline. Para los que fueron siguiendo mi descenso a la demencia este último año, comprenderán lo mucho que me inquieta la idea de que en pocas semanas voy a tener que sentarme a escribir una nueva novela.;0;negativo
otra vez que vemos el amanecer desperté contigo enredado en tu piel  mami yo no se cuando esto vuelva a ser es que la vida es corta desnúdate otra vez;0;negativo
Me desperte contigo enredado a tu pieeel;0;negativo
- Yo tampoco, lo vine siguiendo y logramos quitarle un plástico enredado en la cola.  Explica dando toquecitos con el dedo al animal.;0;negativo
¿Cómo va su 2024? El mío como enredado, pero algo se hace.;0;negativo
"Estaba renegando porque la nena tiene asqueroso el pelo de enredado y todavía con las trenzas y mi hermano dice ""y bueno a vos te gusta dejarla una semana"". Sin comentarios la verdad";0;negativo
Cuando vean a alguien enredado o complicandose. No lo regañen o lo presionen.  Enseñenle a como manejar la situación y como resolverlo manteniendo la calma.  Recuerda... En algun momento tu estuviste la misma situación.;0;negativo
San Lombana le dice ladrón o ladrona al que él le da la gana,cuando a él le da la gana y como a él le da la gana  Ah..pero sale un simple videito?? bien happy??hablando lento?? enredado??con la mirada perdida??y ya llevan 5 días: Ay Dios mio??????están haciendo campaña sucia????;0;negativo
¿Habla muy enredado? Perdón.;0;negativo
Cómo hacen las q usan pelucas o extensiones para no tenerlo enredado 24/7 no entiendo;0;negativo
De 88millones bajó a 14 de un día para otro, tantos números lo tienen enredado ??;0;negativo
Donde se que lo de los rituales de Epstein son paja? Ningún pagano comprometido al  nivel de hacer sacrificio de niños lo hará en nombre de una entidad que su unica referencia es bíblica, apenas un dios obscuro cananeo (de paso) y cuyo dominio nisiquiera está claro.;0;negativo
Miro luces en lo obscuro, mami tú eres mi conjuro, tu cintura me pone relax;0;negativo
Entre el resplandor de mil soles bajo el obscuro manto de la noche entre el ruido ensordecedor y las multitudes andando solo tu mirada prevalece solo tu sonrisa ilumina La estrella más hermosa en la GALaxia la estrella más hermosa la dueña de mis pensamientos.;0;negativo
Adiós cabello rubio, hola castaño obscuro (Halaguenme);0;negativo
Nomás uso el tema obscuro en las noches pq si no paso a 47828282 de miopía;0;negativo
Prefiero lo obscuro pero contigo todo lo ilumino??;0;negativo
me mama el cabello obscuro pero como que el rojo se me veía mejor;0;negativo
indo no parque e levando a hq??????;0;negativo
Me frustra tener que hacer el proceso de elección de paleta de color para algún logotipo.  Creo que soy pésima para los colores.   Por eso me la vivo vistiendo puro color obscuro.   Bi bala ovskuridat.;0;negativo
que mierdísima que a las 6pm ya este obscuro ??;0;negativo
No confío en los dentistas que hacen resinas-restauraciones sin aislado absolutooo;0;negativo
Un lado mío está creativo, con ideas y ganas de hacer contenidos.  Otro lado está deprimido, triste, aislado, encerrado y no quiere hablar con nadie.  Esos dos lados están intentando convivir.;0;negativo
me acabo de dar cuenta que estuve tan ocupado o de verdad muy aislado de todo para que solo haya subido una foto a insta en todo el año 2023 ??;0;negativo
Te quise a mi lado no con el otro bando , me tienes aislado como un vagabundo;0;negativo
"decidí hablar más a profundidad de esto porq necesito sacarlo de mi sistema.  la maldición de ""desaparecer"" no se trata de que day perdiera la vista, si no COMO lo hizo sentir esa noticia. day estaba desapareciendo porque se había aislado del mundo + #LastTwilightSeriesEP9";0;negativo
oye una cosa  aqui en barna ha llovido toda la tarde, eso significa que no se ha echo la cabalgata??  (curro por la tarde y estoy aislado del mundo exterior);0;negativo
Que Eliane y Erin estén tristes no es un caso aislado para mi.;0;negativo
Solo hay libertad en la comunidad. Nos venden la idea del individuo aislado para esclavizarnos. La Patria es el Otro.;0;negativo
en plan.. de verdad ha sido navidad? me he aislado tanto de todo para no sufrir que es como si no hubieran existido y la ansiedad me hubiera borrado la memoria y ayer era el puente de diciembre y estaba acabando las clases;0;negativo
me he quedado totalmente aislado y no como suelo hacer con mis métodos erróneos de autodefensa;0;negativo
Mañana terminare el zelda(no al 100%) la verdad,el juego me encantó,hace mucho que no disfrutaba de un juego en solitario,me gustaría tenerlo al 100 pero no,pronto empiezan mis clases además que son muchas cosas que no pienso hacer,ahora me siento vacío,pensando y escuchando toda;0;negativo
Es distinto estar solo a estar en solitario ??;0;negativo
"""En el teatro silencioso de la existencia, las lágrimas ensayan su danza mientras el telón del alma se alza en un solitario acto."" -Poeta Errante";0;negativo
Ayuda llevo 3horas jugando al solitario no puedo parar;0;negativo
tan i dependiente i lono solitario??????;0;negativo
El camino del éxito es sacrificado y es solitario;0;negativo
peter se hizo lobo solitario o que?;0;negativo
viernes 23:58  me puse a jugar al solitario se viene un nochon;0;negativo
15 hits y 4 carreras. Querecuto con turnos de 2 y 3 hombres en bases. MVP de nuevo, de 4-4 y líder solitario con 17-0. AVG.000.   Henry Blanco dirigió más para CCS que el mismo Alguacil. ????;0;negativo
Soy una máquina de generar pensamientos ansiosos;0;negativo
Cada dia que pasa mas qsco me d ala gente, voy a terminar siendo un marginado que vive encerrado en su casa y no tiene amigos, igual que ahora pero peor;0;negativo
Coincido con JuanGra, Guzmán estuvo y está a la izquierda de Massa, haberlo criticado y marginado fue un error, Sergio Tomás fue mucho más pragmático con el y no consiguió ningún tipo de resultados;0;negativo
Ya pegaron la vuelta de abrazarse a Scioli cuando quedó marginado de las paso y era un cuadrazo político y ahora volvió a ser un quebrado y facho que es mas o menos lo que de verdad pensaba el cristinismo sobre él desde circa 2011;0;negativo
"Merida tierra de Anarquía los ""moteros"" de nuevo haciendo de las suyas en el Municipio Libertador... Otro año más el merideño es marginado y pisados sus derechos por estos ""turistas"" que vienen a molestar corriendo por las avenidas sin control y sin supervisión,";0;negativo
cuando he quedado con mi amiga y le he dicho que votara otra vez a paul y me ha dicho “pero quieres que le vote porque esta marginado? esq me ha salido un tiktok diciendo eso” HE ESTALLADO;0;negativo
Vicky: Paul sale del grupo y os unís todos joder que forma más directa de llamarlo marginado #OTDirecto4E;0;negativo
